FromID,ToID,Distance_km,Time_min
C001,C002,15.898280645196813,11.92371048389761
C001,C003,6.590641863063801,4.94298139729785
C001,C004,14.178223639602644,10.633667729701981
C001,C005,18.891907205715807,14.168930404286856
C001,C006,16.01384713713036,12.01038535284777
C001,C007,10.71049119077734,8.032868393083005
C001,C008,14.287775734732952,10.715831801049715
C001,C009,8.026749328839502,6.020061996629627
C001,C010,9.772516392529369,7.329387294397026
C001,C011,0.6292510710713833,0.4719383033035375
C001,C012,11.93813766173156,8.95360324629867
C001,C013,4.246287222365564,3.184715416774173
C001,C014,10.25437984545848,7.690784884093861
C001,C015,9.883742406710898,7.412806805033173
C001,C016,7.735522755289979,5.801642066467484
C001,C017,4.532493988736321,3.3993704915522405
C001,C018,9.547732579278735,7.160799434459051
C001,C019,7.322766297284936,5.492074722963702
C001,C020,11.507135495208802,8.630351621406602
C001,C021,6.776451187776457,5.082338390832343
C001,C022,10.803116429703152,8.102337322277364
C001,C023,11.10926291105497,8.331947183291227
C001,C024,9.829876480906798,7.372407360680098
C001,C025,16.599433948051335,12.449575461038501
C001,C026,1.7790725819916675,1.3343044364937506
C001,C027,13.135512420475786,9.85163431535684
C001,C028,5.446276653370922,4.084707490028191
C001,C029,6.767495760349316,5.075621820261987
C001,C030,6.419961140944828,4.814970855708621
C001,C031,19.229647630253538,14.422235722690154
C001,C032,1.6281822096236596,1.2211366572177447
C001,C033,7.341423205424238,5.506067404068179
C001,C034,10.37776530038737,7.783323975290527
C001,C035,11.191029246300548,8.39327193472541
C001,C036,11.391054456152425,8.543290842114319
C001,C037,10.999968771382576,8.249976578536932
C001,C038,4.10013874829996,3.07510406122497
C001,C039,7.502212331460312,5.626659248595233
C001,C040,7.434890952579788,5.576168214434841
C001,C041,11.918108964521817,8.938581723391362
C001,C042,8.524448122859496,6.393336092144622
C001,C043,8.529360047223175,6.397020035417381
C001,C044,3.958034696287313,2.968526022215485
C001,C045,8.926746393157377,6.695059794868032
C001,C046,10.794495007426313,8.095871255569735
C001,C047,14.851612781885844,11.138709586414382
C001,C048,7.577336712768524,5.683002534576393
C001,C049,8.298426808020713,6.223820106015534
C001,C050,7.807313971242802,5.855485478432102
C001,C051,8.803462193096763,6.602596644822572
C001,C052,16.50372427095028,12.37779320321271
C001,C053,15.239363676336344,11.429522757252258
C001,C054,13.081308411559306,9.81098130866948
C001,C055,3.8471288882904684,2.8853466662178513
C001,C056,8.513713737308064,6.385285302981048
C001,C057,5.790001911020649,4.342501433265487
C001,C058,13.172164884074212,9.879123663055658
C001,C059,9.909609742998935,7.432207307249201
C001,C060,11.028696972773941,8.271522729580456
C001,C061,9.971523143355297,7.478642357516472
C001,C062,3.5946646709095904,2.6959985031821927
C001,C063,13.826842883082218,10.370132162311663
C001,C064,6.941911917161819,5.206433937871363
C001,C065,9.553520015656014,7.165140011742011
C001,C066,14.247785955948492,10.68583946696137
C001,C067,10.809370190202223,8.107027642651667
C001,C068,13.016191789663921,9.76214384224794
C001,C069,9.420099197254304,7.065074397940728
C001,C070,13.602178195917187,10.201633646937891
C001,C071,7.233377731623107,5.425033298717331
C001,C072,11.702815091912141,8.777111318934107
C001,C073,13.472672376513156,10.104504282384866
C001,C074,10.310479311037337,7.732859483278003
C001,C075,1.7289215900368442,1.2966911925276332
C001,C076,9.969077435988618,7.476808076991464
C001,C077,19.895603959980154,14.921702969985114
C001,C078,6.0122990174762,4.509224263107149
C001,C079,11.933526661650513,8.950144996237885
C001,C080,13.88972316759997,10.417292375699978
C001,C081,12.940714273594416,9.705535705195812
C001,C082,12.133257189436321,9.099942892077241
C001,C083,14.89070730699837,11.168030480248778
C001,C084,11.311608857057243,8.483706642792932
C001,C085,6.078658360838312,4.558993770628733
C001,C086,16.93987614643883,12.704907109829122
C001,C087,2.633206195507329,1.9749046466304967
C001,C088,12.865909057838191,9.649431793378644
C001,C089,14.06929617435714,10.551972130767854
C001,C090,9.847816883939695,7.3858626629547715
C002,C001,15.898280645196813,11.92371048389761
C002,C003,18.7495289365946,14.06214670244595
C002,C004,1.8399963104333728,1.3799972328250296
C002,C005,10.552876655199745,7.914657491399809
C002,C006,5.949660116128797,4.462245087096598
C002,C007,5.301682357139919,3.976261767854939
C002,C008,25.79689748214381,19.347673111607858
C002,C009,8.623966513286053,6.46797488496454
C002,C010,9.465017895419093,7.09876342156432
C002,C011,15.273540351654296,11.455155263740721
C002,C012,7.678868770707758,5.759151578030818
C002,C013,18.881543525877483,14.161157644408112
C002,C014,9.569973151819424,7.177479863864568
C002,C015,16.118036395720086,12.088527296790064
C002,C016,19.57101300373754,14.678259752803156
C002,C017,18.3388802195075,13.754160164630626
C002,C018,20.14869829954691,15.111523724660184
