FromID,ToID,Distance_km,Time_min
C001,C002,13.3378,18.558333333333334
C001,C003,18.2759,22.971666666666668
C001,C004,1.1309,2.643333333333333
C001,C005,13.6875,18.27
C001,C006,12.6292,17.803333333333335
C001,C007,16.8872,22.93166666666667
C001,C008,15.1229,20.14333333333333
C001,C009,7.5098,10.514999999999999
C001,C010,7.110399999999999,10.663333333333332
C001,C011,10.8902,12.476666666666667
C001,C012,23.3191,28.028333333333332
C001,C013,8.4626,11.525
C001,C014,19.018,22.226666666666667
C001,C015,1.2554,3.14
C001,C016,7.4218,12.358333333333333
C001,C017,4.283399999999999,9.018333333333334
C001,C018,11.0358,16.346666666666668
C001,C019,15.2813,20.138333333333332
C001,C020,21.915599999999998,25.65
C001,C021,21.0418,26.473333333333336
C001,C022,5.482,7.793333333333334
C001,C023,20.1147,23.755
C001,C024,4.8808,8.55
C002,C001,13.656799999999999,17.366666666666667
C002,C003,6.8126999999999995,8.403333333333332
C002,C004,13.1664,16.755
C002,C005,14.2914,20.76833333333333
C002,C006,8.273399999999999,13.613333333333333
C002,C007,8.2865,12.99
C002,C008,15.637,23.116666666666667
C002,C009,15.4108,22.101666666666667
C002,C010,20.1643,25.42
C002,C011,18.7912,24.063333333333333
C002,C012,11.855799999999999,13.46
C002,C013,6.4245,10.108333333333333
C002,C014,7.5546999999999995,7.658333333333333
C002,C015,13.1356,16.978333333333335
C002,C016,20.4757,27.115000000000002
C002,C017,11.3559,17.27
C002,C018,9.490200000000002,16.678333333333335
C002,C019,5.967,9.01
C002,C020,10.452399999999999,11.081666666666667
C002,C021,12.4948,16.871666666666666
C002,C022,10.7623,12.921666666666665
C002,C023,8.6515,9.186666666666667
C002,C024,15.2669,23.31
C003,C001,15.9504,20.259999999999998
C003,C002,6.483,7.733333333333333
C003,C004,15.46,19.648333333333333
C003,C005,11.3895,17.398333333333333
C003,C006,7.368399999999999,12.085
C003,C007,13.569700000000001,16.106666666666666
C003,C008,12.7352,19.746666666666666
C003,C009,16.6371,26.131666666666668
C003,C010,22.457900000000002,28.313333333333333
C003,C011,19.8352,27.654999999999998
C003,C012,8.596200000000001,9.578333333333335
C003,C013,10.4181,14.236666666666668
C003,C014,2.9851,3.5416666666666665
C003,C015,15.846,20.108333333333334
C003,C016,22.769299999999998,30.008333333333333
C003,C017,15.3496,21.398333333333333
C003,C018,8.8627,14.708333333333334
C003,C019,10.082,10.878333333333334
C003,C020,5.8827,6.965
C003,C021,16.673299999999998,19.46833333333333
C003,C022,13.0685,15.703333333333335
C003,C023,4.0818,5.069999999999999
C003,C024,19.6159,26.103333333333335
C004,C001,1.045,2.1983333333333333
C004,C002,12.3391,17.134999999999998
C004,C003,17.2772,21.548333333333336
C004,C005,12.678,16.656666666666666
C004,C006,11.6197,16.19
C004,C007,15.8885,21.508333333333333
C004,C008,14.0473,19.063333333333333
C004,C009,8.2187,11.18
C004,C010,8.163,10.871666666666666
C004,C011,11.5991,13.141666666666667
C004,C012,22.320400000000003,26.605
C004,C013,7.4531,9.911666666666667
C004,C014,18.019299999999998,20.803333333333335
C004,C015,1.3725999999999998,2.6666666666666665
C004,C016,8.4743,12.566666666666666
C004,C017,4.159,9.293333333333333
C004,C018,10.026200000000001,14.733333333333333
C004,C019,14.2826,18.715
C004,C020,20.916900000000002,24.226666666666667
C004,C021,20.0431,25.05
C004,C022,4.4833,6.37
C004,C023,19.116,22.331666666666667
C004,C024,5.5898,9.215
C005,C001,13.5658,18.621666666666666
C005,C002,17.0757,23.295
C005,C003,14.4861,24.903333333333332
C005,C004,13.0754,18.009999999999998
C005,C006,7.8162,15.17
C005,C007,24.0856,32.39666666666667
C005,C008,1.6258,4.235
C005,C009,7.7119,13.208333333333334
C005,C010,20.0733,26.675
C005,C011,9.6671,14.201666666666666
C005,C012,18.7488,29.58
C005,C013,14.258299999999998,20.283333333333335
C005,C014,15.4185,24.415000000000003
C005,C015,13.2829,18.470000000000002
C005,C016,17.343799999999998,24.611666666666668
C005,C017,10.744,16.755
C005,C018,7.4915,15.139999999999999
C005,C019,20.5978,27.168333333333333
C005,C020,18.3161,27.83833333333333
C005,C021,27.1891,35.75833333333333
C005,C022,13.783299999999999,19.311666666666667
C005,C023,16.5152,25.94333333333333
C005,C024,14.2445,20.973333333333336
C006,C001,9.6816,13.908333333333333
C006,C002,9.911700000000002,14.025
C006,C003,11.546,16.12333333333333
C006,C004,9.1912,13.296666666666665
C006,C005,7.288399999999999,13.563333333333333
C006,C007,16.442400000000003,22.051666666666666
C006,C008,8.6341,15.911666666666667
C006,C009,9.5436,17.745
C006,C010,16.1891,21.961666666666666
C006,C011,15.381,21.346666666666668
C006,C012,16.4562,20.798333333333336
C006,C013,6.9156,11.110000000000001
C006,C014,12.2881,15.378333333333334
C006,C015,9.398700000000002,13.756666666666666
C006,C016,16.5005,23.65666666666667
C006,C017,7.9456999999999995,14.553333333333335
C006,C018,2.3194,6.248333333333333
C006,C019,12.954600000000001,16.823333333333334
C006,C020,15.1857,18.801666666666666
C006,C021,19.545900000000003,25.413333333333334
C006,C022,8.994299999999999,11.921666666666665
C006,C023,13.384799999999998,16.906666666666666
C006,C024,13.354899999999999,19.923333333333336
C007,C001,17.0284,23.71833333333333
C007,C002,7.9415,12.873333333333333
C007,C003,14.895,19.938333333333333
C007,C004,16.538,23.10666666666667
C007,C005,23.6583,31.705
C007,C006,16.0931,24.491666666666667
C007,C008,25.0276,34.111666666666665
C007,C009,23.3228,31.526666666666664
C007,C010,23.5359,31.771666666666665
C007,C011,26.703200000000002,33.48833333333333
C007,C012,13.7796,19.57
C007,C013,13.7416,20.246666666666666
C007,C014,15.6371,19.19333333333333
C007,C015,16.7455,23.566666666666666
C007,C016,23.8473,33.46666666666667
C007,C017,18.8796,27.951666666666664
C007,C018,17.309900000000003,27.55666666666667
C007,C019,4.2505,6.781666666666666
C007,C020,15.636700000000001,20.98
C007,C021,7.9761999999999995,12.29
C007,C022,14.1465,19.16166666666667
C007,C023,16.7338,20.721666666666668
C007,C024,20.693900000000003,29.561666666666667
C008,C001,13.9532,19.238333333333333
C008,C002,17.463099999999997,23.91166666666667
C008,C003,14.8735,25.52
C008,C004,13.4628,18.626666666666665
C008,C005,1.5372999999999999,4.241666666666666
C008,C006,8.2036,15.786666666666667
C008,C007,24.473,33.013333333333335
C008,C009,8.1352,13.781666666666666
C008,C010,20.4607,27.291666666666668
C008,C011,10.0905,14.775
C008,C012,19.136200000000002,30.196666666666665
C008,C013,14.645700000000001,20.9
C008,C014,15.8059,25.03166666666667
C008,C015,13.6703,19.086666666666666
C008,C016,17.7672,25.185
C008,C017,11.167399999999999,17.328333333333333
C008,C018,7.8789,15.756666666666666
C008,C019,20.9853,27.785
C008,C020,18.7035,28.455
C008,C021,27.5766,36.375
C008,C022,14.1707,19.928333333333335
C008,C023,16.9026,26.56
C008,C024,14.6679,21.546666666666667
C009,C001,9.3118,14.278333333333334
C009,C002,16.2964,20.903333333333332
C009,C003,19.171799999999998,25.548333333333336
C009,C004,9.3911,14.473333333333333
C009,C005,6.8609,10.985000000000001
C009,C006,11.389,18.506666666666668
C009,C007,23.081599999999998,30.490000000000002
C009,C008,7.1765,12.254999999999999
C009,C010,13.1844,21.125
C009,C011,6.3514,8.893333333333334
C009,C012,24.0819,30.223333333333336
C009,C013,12.9246,17.985
C009,C014,19.9138,24.803333333333335
C009,C015,10.2616,15.698333333333332
